X,Y,Facies,Porosity,Perm,AI
600.0,600.0,0.0,0.0877095508679003,1.826600795004285,4815.685452015562
670.0,629.0,0.0,0.1120328814785148,1.7982871024369846,5164.423820249713
870.0,449.0,0.0,0.0655367979917079,0.6720054692224303,5672.957303616644
600.0,700.0,1.0,0.1164281071263081,4.525924491294601,5472.785278236725
390.0,879.0,1.0,0.152058103676694,156.82855555958128,4499.028044978021
20.0,519.0,1.0,0.2068917820329333,419.1899481818925,3342.171009191773
990.0,859.0,0.0,0.1237907849767212,2.226481784001011,4122.567715774425
200.0,589.0,1.0,0.1785652090468025,251.36117987785235,1981.177309289782
510.0,689.0,0.0,0.0913046152275676,4.424498521136208,4932.34759493976
170.0,969.0,0.0,0.0899438459603609,2.100467068676529,4319.59235773163
260.0,419.0,1.0,0.1332335426745251,9.60832728305931,4792.113388481968
870.0,69.0,1.0,0.1445082124572019,9.92851628461125,3895.679393348877
240.0,759.0,1.0,0.2027547749110386,1826.4608606923312,3856.642037557277
300.0,500.0,1.0,0.1598906403250605,105.79743607693293,3658.8114579892754
270.0,759.0,1.0,0.1544782497320921,261.0379334345038,4334.473524693462
250.0,879.0,1.0,0.1394992231562171,73.26988630327016,4571.839622089259
870.0,419.0,0.0,0.0785633933264818,1.021986415945728,5950.254342510758
580.0,879.0,1.0,0.1696542873762307,159.15506865841664,4760.335514620812
800.0,400.0,0.0,0.1061937198031099,5.651886044106453,5489.136977335255
140.0,79.0,0.0,0.0835129543762109,2.020531232772852,6623.691033948775
250.0,729.0,1.0,0.1764231133195419,476.1506516280499,4488.425335759888
830.0,819.0,1.0,0.1248730032517125,1.7820119302453024,4494.808666372943
280.0,929.0,1.0,0.1231525922390377,30.206011144230384,5103.981136574487
230.0,749.0,1.0,0.2045870224779084,1665.3841244396945,3994.709068842681
910.0,329.0,0.0,0.1210771545068743,6.327655274328231,4929.971280349191
400.0,400.0,1.0,0.133265282433848,60.947523626662495,4747.329679944492
510.0,939.0,1.0,0.1488815547039962,70.56278491703529,3665.012313544295
300.0,700.0,1.0,0.1651546163685289,486.50479897964425,3726.023775857861
720.0,899.0,1.0,0.1480535669623074,18.23593931256092,4657.906572730771
180.0,359.0,0.0,0.1107692188994721,2.269660416047885,4377.317803925845
280.0,799.0,1.0,0.1619382431773092,395.7178571956056,4212.82756379521
900.0,149.0,1.0,0.1506038631314236,16.0997106239179,4379.194125136801
160.0,579.0,1.0,0.1566454272393131,71.67378270828117,3180.8075315569786
600.0,400.0,0.0,0.110139911415959,9.56046324341028,5721.503653711088
100.0,419.0,1.0,0.119454201483316,2.668076698693472,4012.550053034493
510.0,899.0,1.0,0.1571107779034123,103.9842537945076,4432.98463698541
720.0,169.0,1.0,0.1051010184676283,2.902995360620736,4470.927142428803
160.0,499.0,1.0,0.138163230556981,11.72980063484502,3511.018637967364
420.0,959.0,1.0,0.1370364303206857,46.27384143095925,4460.227665024535
920.0,969.0,0.0,0.1033107271631378,1.039540618779831,3807.480282821104
950.0,829.0,0.0,0.0938873632232013,0.2623649079414762,3934.4770629141058
90.0,489.0,1.0,0.138742425244411,9.540895757426515,3150.316066565412
800.0,249.0,1.0,0.1458881395332297,13.954039059780683,5636.263554622191
330.0,319.0,0.0,0.100148862110026,4.667174978761566,5721.658841752214
780.0,369.0,0.0,0.0955655882859574,3.2075081107340457,5647.569499712316
700.0,349.0,1.0,0.135180243952685,30.77209450266026,6481.064873227637
940.0,949.0,0.0,0.1024373850085616,0.956152359858486,4105.074357189959
620.0,389.0,0.0,0.1002964696432019,7.578783981115806,6397.384419446091
490.0,19.0,0.0,0.067606601928662,0.648172112798673,5297.559776251462
370.0,219.0,0.0,0.0800876327987871,0.453977716011048,5950.05062386909
90.0,399.0,1.0,0.11607769430529,2.685213914862312,4880.110977980173
870.0,49.0,1.0,0.1443068749408766,10.820699457779163,4475.661934325062
210.0,339.0,0.0,0.1207685292978079,3.946416448669801,4519.102828615719
120.0,509.0,1.0,0.1393012668320921,12.540645053881397,2822.350187183832
700.0,700.0,0.0,0.0980278861675989,0.6145481621524157,4404.310926842334
740.0,879.0,1.0,0.1508738342431891,16.28841117814802,4850.0353011979205
560.0,979.0,1.0,0.154422030463588,85.34123244686387,4599.567223596428
300.0,679.0,1.0,0.1681962038152055,602.6562872665454,3766.141917280227
890.0,894.0,1.0,0.1328992948264434,2.815137178386732,4782.78353619214
100.0,700.0,1.0,0.1459118645764292,17.818143084382843,3586.988513308078
700.0,239.0,0.0,0.1150412791918836,4.268672258148009,5660.999400270195
720.0,819.0,1.0,0.1371498371714817,4.245776464010995,4130.649910421363
50.0,729.0,1.0,0.1191977692386189,2.006094187094455,3643.204932526978
790.0,19.0,0.0,0.1179371410310478,1.5293622980421977,4903.847056630162
680.0,979.0,1.0,0.136763227465422,18.77619464098685,3846.2749123562617
800.0,300.0,1.0,0.1213013438906193,5.2621368054619175,5705.393545436082
180.0,909.0,1.0,0.1266621365623834,13.882748980436046,4712.673153993583
450.0,829.0,1.0,0.1215112474364163,17.510529025408086,4433.98579580442
100.0,500.0,1.0,0.146088240223028,16.71736692814727,2534.551236213237
740.0,559.0,0.0,0.0956508350928938,3.1092393046840283,5428.0861045113625
750.0,879.0,1.0,0.1372608145833015,8.005736378621155,4279.115199745865
200.0,900.0,1.0,0.1299485788798791,23.348473346944207,4781.590782224879
300.0,539.0,1.0,0.1487191385299262,86.10962958544847,4454.324695789667
50.0,809.0,1.0,0.1237122385163407,2.8748809271135225,4555.093964394941
300.0,100.0,0.0,0.0785029909605541,0.5396475002702948,6266.168736897298
0.0,449.0,1.0,0.1446735862479076,15.844065257970597,3015.240827766041
200.0,999.0,0.0,0.1207335718557841,8.925149864957401,5114.881658859034
950.0,259.0,1.0,0.1286204156838472,6.13143829811954,3932.245863975873
280.0,409.0,1.0,0.1367160729436574,17.12688823412924,4728.067902903179
930.0,879.0,0.0,0.0996252187747745,0.4046647136249506,3651.5925220020754
980.0,339.0,1.0,0.1264576486980351,10.594474596359602,4948.890046768567
800.0,169.0,1.0,0.1424151010647008,7.208674243284445,5132.904312317777
460.0,609.0,1.0,0.1210721288552559,39.20795295807021,5210.561404348246
400.0,600.0,1.0,0.1741470742523503,860.7803271217061,4715.552208978888
420.0,59.0,0.0,0.0982718469041472,0.8337247799069303,6274.2725780234205
580.0,569.0,0.0,0.0910868931331288,2.119379297138512,5090.954790851898
930.0,609.0,0.0,0.1001768461339381,0.7731566375386861,5349.918433936334
540.0,129.0,0.0,0.1101924850313273,3.6917244595712417,6185.818764253259
210.0,549.0,1.0,0.1690035277583043,104.75941179977096,4112.613045737705
700.0,300.0,1.0,0.1236516268109623,11.74633433833157,5605.811939663369
970.0,509.0,0.0,0.0999443266096394,2.740796190459444,6399.464495925584
340.0,739.0,1.0,0.1460698756670303,234.35740017207124,3828.898027213095
50.0,819.0,1.0,0.1342414592336985,4.976402338318407,4569.849281437183
770.0,279.0,1.0,0.136608818974158,10.88323121589458,5609.310794514604
60.0,299.0,0.0,0.1111980727950203,2.76264231777687,5141.511589749135
470.0,969.0,1.0,0.1367117165726542,37.11696110859737,4649.395550709392
200.0,400.0,1.0,0.1253821503339789,4.061771783418597,4477.93019965405
310.0,839.0,1.0,0.1630762902611887,446.5632511840648,4114.369999984765
300.0,600.0,1.0,0.1826758643889065,931.1890135395216,5260.675054765522
610.0,639.0,0.0,0.0845738233907212,1.2606441251301066,5021.659759369301
