X,Y,Facies,Porosity,Perm,AI
320.0,619.0,1.0,0.1730935035167406,555.5213138880376,4307.367554395639
300.0,399.0,1.0,0.1331608896904537,16.863567773111562,5547.313410159252
980.0,769.0,0.0,0.1114729429858969,0.8733930135700574,3780.051117037111
600.0,700.0,1.0,0.1164281071263081,4.525924491294601,5472.785278236725
700.0,300.0,1.0,0.1236516268109623,11.74633433833157,5605.811939663369
120.0,429.0,1.0,0.1214630857917314,3.497527934665362,4060.886567800259
240.0,689.0,1.0,0.1631968732446917,233.54854116681196,3395.359997981751
280.0,799.0,1.0,0.1619382431773092,395.7178571956056,4212.82756379521
20.0,459.0,1.0,0.1421069436173045,11.625130050528556,3541.132223558342
900.0,79.0,1.0,0.149330422845135,20.30421738748644,4004.827680742058
620.0,159.0,1.0,0.1342817343941404,17.445624933800577,5003.077227601221
180.0,789.0,1.0,0.1524042835034772,61.142945122207735,3730.922472989911
540.0,129.0,0.0,0.1101924850313273,3.6917244595712417,6185.818764253259
340.0,379.0,1.0,0.1153744783326302,12.313100376004222,5119.801819335927
800.0,269.0,1.0,0.137709983754003,11.347161374875274,5461.1296564346285
950.0,259.0,1.0,0.1286204156838472,6.13143829811954,3932.245863975873
570.0,579.0,0.0,0.0892933920867874,2.41106850240026,4453.078356714036
660.0,459.0,0.0,0.1286407682823815,32.94142775311279,6570.337407385642
200.0,400.0,1.0,0.1253821503339789,4.061771783418597,4477.93019965405
740.0,559.0,0.0,0.0956508350928938,3.1092393046840283,5428.0861045113625
900.0,914.0,0.0,0.1101148626034088,1.266631057855947,4669.545199665962
360.0,839.0,1.0,0.1629249577883101,343.7264160505516,4679.295821419199
190.0,639.0,1.0,0.1680173631260903,224.22946264482155,3025.1675148753543
890.0,389.0,0.0,0.0905795558740548,1.4983474283362548,6055.016635674814
320.0,829.0,1.0,0.1803362288310337,957.4267481442328,4427.866874553862
110.0,229.0,0.0,0.0912477819173899,1.9881928554952408,5239.936189378081
140.0,499.0,1.0,0.1388232656222324,12.365241477705457,3125.8400885482297
